,id,overview,genres,Action,Comedy,Drama,Thriller,Romance
8474,9279,meet howard langston  salesman  mattress company  constantly busy  job  constantly disappoint  son  miss  son karate exposition  son tell howard  want  christmas  action figure  son television hero  try hard  make  unfortunately  howard  christmas eve  every store  sell  turbo man  howard must travel  town  compete  everybody else  find  turbo man action figure,Comedy|Family,0,1,0,0,0
6579,7457,johnny truelove like  see  tough he s  son  underworld figure  drug dealer johnny  like  get tough  thing  go  way  jake mazursky fail  pay  johnny thing get bad  mazursky family  johnny  gang kidnap jake  year old brother  hold  hostage problem  steal boy,Crime|Drama,0,0,1,0,0
4558,84348, group  misfit  hire  unknown third party  burglarize  desolate house  acquire  rare vhs tape  discover  find footage  bargain for,Horror|Thriller,0,0,0,1,0
3537,74998, wife  assault  husband enlist  service  vigilante group  help  settle  score,Action|Drama|Thriller,1,0,1,1,0
7003,11024, mystery inc  guest  honor  grand opening  coolsville museum  criminology  mask villain show  create havoc  steal  costume  gang  notorious villain could  nemesis mad scientist jonathan jacobo  return  try  recreate  deadly foe,Mystery|Fantasy|Adventure|Comedy,0,1,0,0,0
10299,14534,rudy grow  steel mill town  people end  work  want  play football  notre dame instead  couple  problem  grade  little low  athletic skill  poor  half  size  player  drive  spirit  people  set  sight upon join  team,Drama,0,0,1,0,0
646,225886, jay  annie first get together  romantic connection  intense  year  kid later  flame  love need  spark  kick thing  notch  decide  make  video  try  every position  joy  sex  marathon  hour session  seem like  great idea  discover  private video  long private  reputation  line  know  click away  lay bare  world  race  reclaim  video lead  night  never forget  find  video  expose even  bargain for,Comedy,0,1,0,0,0
6381,10913, blue collar american town  group  teen band together  form  dandy  gang  gunslinger lead  dick dandelion follow  code  strict pacifism  odd  fact  carry gun  group eventually let we  sebastian  grandson  dick childhood nanny clarabelle  fear  gang  area dick  company try  protect clarabelle  event transpire  push  gang past posturing,Comedy|Crime|Drama|Romance,0,1,1,0,1
7527,50127, year later aaron  still travel around  world  camael  dog gabriel redeem  fall angel  find  strive  escape  power wrath  fall angel know  azazel  release  prison  shadowy figure  enlist  help  aid  redeemer  fulfil  destiny camael  wound  battle  power go  ariel  fall angel  power  heal  leader  organization  protect  nephilim  fall  power,Action|Adventure|Drama|Fantasy|Family,1,0,1,0,0
10543,13818,rachel  food writer  new york magazine  meet washington columnist mark  wedding  end  fall  love  despite  reservation  marriage  buy  house  daughter  rachel think  live happily ever  discover  mark  affair  waddle around  second pregnancy,Comedy|Drama|Romance,0,1,1,0,1
7165,10710, man become increasingly jealous  friend newfound success,Comedy,0,1,0,0,0
8698,2046, local woman disappear  police can not seem  find  lead  father turn  poor young woman  psychic power slowly  start  vision  woman chain  pond  vision lead  body  arrest  abusive husband  really  it,Horror|Drama|Thriller|Mystery,0,0,1,1,0
7697,13177,thousand  activist arrive  seattle washington  masse  protest  wto ministerial conference  world trade organization although  begin  peaceful protest  goal  stop  wto talk  escalate  full scale riot  eventually  state  emergency  pit protester  seattle police department  national guard,Action|Drama,1,0,1,0,0
10228,9800, would take  case  man  willing  take  system  compete lawyer join force  sue  prestigious law firm  aid discrimination  unlikely friendship develop  courage overcome  prejudice  corruption  powerful adversary,Drama|Mystery,0,0,1,0,0
4875,119286, english soldier fight  horrific trench  northern france  haunt  memory  forbid love affair  french woman,Drama|History|Romance|TV Movie,0,0,1,0,1
9349,11187, year since  event  second film  see  andy  teenager  enrol  military school play pal toy company decide  release  good guy line feel  time  bad publicity  die  use old material  spirit  charles lee ray  come  life,Horror,0,0,0,0,0
5341,10371, incredibly rich  miserable new york couple brad  caroline sexton got frame  accountant  flee  irs  place  noone would look  amish country  get  good  blend  learn  love  again,Comedy,0,1,0,0,0
7031,10733,base  standoff  group  texan  tejano man lead  davy crockett  jim bowie  mexican dictator santa annas force  alamo  san antonio texas,Western|History|War,0,0,0,0,0
2160,30061, heroic version  lex luthor  alternate universe appear  recruit  justice league  help save  earth  crime syndicate  evil version  league  ensue  ultimate battle  good versus evil  war  threaten  planet  devious plan launch  batman counterpart owlman put  balance  existence  peril,Action|Adventure|Animation,1,0,0,0,0
685,184315,fourteen hundred year ago  torment soul walk  earth  neither man  god hercule  powerful son  god king zeus  receive nothing  suffer  entire life  twelve arduous labor  loss  family  dark world weary soul turn  back  god find  solace  bloody battle  year  warm  company  similar soul  bond  love  fight  presence  death  man  woman never question  go  fight  much  pay  king  thrace  hire  mercenary  train  man  become  great army  time  time  bunch  lose soul  finally  eye open  far  fall  must train  army  become  ruthless  blood thirsty  reputation  become,Action|Adventure,1,0,0,0,0
2461,11622,follow  bomb scare  lock  weber  bomb shelter  year adam  venture forth  los angeles  obtain food  supply  family  non mutant wife  himself,Comedy|Romance,0,1,0,0,1
7128,11141,amidst  sea  litigation  new york city divorce lawyer find love,Action|Comedy|Romance|Thriller,1,1,0,1,1
6267,9388, chief spokesperson  lobbyist nick naylor  vice president  academy  tobacco study  talente  speak  spin argument  defend  cigarette industry  difficult situation  good friend  polly bailey  work  moderation council  alcohol business  bobby jay bliss  gun business  advisory group safety  frequently meet  bar  self entitle  mod squad  k  merchant  death dispute  industry  kill  people nick great enemy  vermont senator ortolan finistirre  defend  senate  use  skull  cross bone  cigarette pack nicks son joey naylor live  mother  chance  know  father  business trip  ambitious reporter heather holloway betray nick disclosing confidence  bed  life turn upside  nick  good  mortgage,Comedy|Drama,0,1,1,0,0
4941,134215, female superstar struggle  trial  tribulation  bollywood actress,Drama|Foreign,0,0,1,0,0
5946,192345,caveman  comedic film  slight edge  drama revolve around  live  somewhat single somewhat unemployed guy live  warehouse convert  living quarter  art district  downtown los angeles california  toil adulthood  reality  love,Comedy,0,1,0,0,0
4583,75761, new drug promise  body experience  user  come back change forever  otherworldly invasion  earth  underway,Horror|Comedy,0,1,0,0,0
5784,140222, young soldier  vietnam get dump  hometown girl  good friend decide  go awol  return  state  win  back,Drama|Romance|War,0,0,1,0,1
7569,4832, look  state  global environment include visionary  practical solution  restore  planet ecosystem feature ongoing dialogue  expert  world include former soviet prime minister mikhail gorbachev renowned scientist stephen hawk former head  cia r james woolse,Documentary,0,0,0,0,0
521,249916, shirin  part  perfect persian family  easy acceptance elude  side  family  know  bisexual  ex girlfriend maxine  understand  tell  even  year old boy  moviemake class  add  focus  second follow  family announcement  brother  betrothal  parentally approve iranian prize catch shirin embark  private rebellion involve  series  pansexual escapade  try  decipher  go wrong  maxine,Romance|Comedy|Drama,0,1,1,0,1
3983,12100,joe ender  gung ho marine assign  protect  windtalker  several navajo indians  use  relay message  world war ii  speak language  indecipherable  japanese code breaker,Drama|Action|History|War,1,0,1,0,0
10396,26672, write  limitless constellation  celestial heavens  depth  emerald sea  upon every grain  sand  vast desert  world  see  outward  visible dream  inward  invisible reality  upon  time  golden city  center  golden city atop  tall minaret  golden ball  ancient  prophesy  golden ball  ever take away harmony would yield  discord  city would fall  destruction  death  mystic  foretell  city might  save  simple soul  small  simple  thing  city  dwelt  lowly shoemaker  know  tack  cobbler  city exist  thief  shall  nameless,Fantasy|Animation|Science Fiction|Family,0,0,0,0,0
780,137321, burglar fall  heiress  die  arm  learn  gift  reincarnation  set  save she,Drama|Fantasy|Mystery|Romance,0,0,1,0,1
8952,27726,new york police  bemuse  report  giant fly lizard  spot around  rooftop  new york  lizard start  eat people  work ex con  person  know  location  monster nest  determine  turn  knowledge  advantage  gamble pay  end  lizard food,Drama|Horror|Fantasy,0,0,1,0,0
5607,209249,retirement  last middle age  divorce company owner richard jones  look forward  worry free existence  arrive  office  last day  work much  dismay  discover  management buyout  company  fraudulent  company  bankrupt  employee pension fund  include  embezzle enlist  help  ex wife kate richard set  track  shady businessman behind  fraud,Comedy,0,1,0,0,0
5978,101724, horror film  combine classic monster movie element set  backdrop  unpredictable kansas weather start  mother  daughter force  take shelter  advance tornado  local storm cellar  wait  underneath  another story entirely,Horror,0,0,0,0,0
3747,70009, sin  past  forget  chilling suspense thriller  first body  discover  seem  coincidence  homicide detective jack verdon  worry  victim  series  brutal sex murder  former girlfriend suspect  fbi agent  take  case  suspend  captain jack must work outside  law  find  killer save  future  protect  leave  past,Thriller|Mystery,0,0,0,1,0
2196,12201, season homicide detective thomas craven  see  bleakest side  humanity  nothing prepare  tough investigation  life  search  daughter emmas killer  personal mission  uncover  disturb secret surround  murder include corporate corruption government collusion  emmas  mysterious life,Crime|Drama|Mystery|Thriller,0,0,1,1,0
8561,11076,amy  year old  mother  kill  go  canada  live  father  eccentric inventor  barely know amy  miserable  new life  discover  nest  goose egg  abandon  local forest  tear  egg hatch  amy become mama goose  winter come amy  dad must find  way  lead  bird south,Action|Adventure|Drama|Family,1,0,1,0,0
10740,17529, murder  father send  teenage tomboy mattie ross kim darby  mission  justice  involve avenge  father death  recruit  tough old marshal rooster cogburn john wayne  grit  reputation  get  job do  join  texas ranger la boeuf glen campbell  look  man jeff corey  separate murder  texas  odyssey take  fort smith arkansas deep  indian territory present day oklahoma  find  man,Drama|Western|Adventure,0,0,1,0,0
4285,10872, cat burglar  force  take  bickering dysfunctional family hostage  christmas eve,Comedy,0,1,0,0,0
8569,7863,pianist david helfgott drive  father  teacher  breakdown year later  return  piano  popular  critical acclaim,Drama,0,0,1,0,0
6979,1577, city  lock  quarantine alice join  small band  elite soldier enlist  rescue  miss daughter  creator  mutate  virus  heart pound race  time  group face  horde  blood  thirsty zombie stealthy licker mutant canine  sinister foe yet,Horror|Action|Science Fiction,1,0,0,0,0
1827,26223, survival story  honeymoon couple  get lose  wide expanse  grand canyon,Thriller,0,0,0,1,0
10516,14924, lacerate love story sid  amp  nancy chronicle  brief intense attachment  punk  notorious poster child sex pistol bassist sid vicious  girlfriend nancy spungen,Drama|Music|Romance,0,0,1,0,1
2376,315620,amy pond  rory williams  trap  crash space liner  way  eleventh doctor  rescue  save  soul  lonely old miser  kazran sardick  rich man  sardicktown beyond redemption  lurk  fog  christmas eve,,0,0,0,0,0
8551,11000, gay cabaret owner  drag queen companion agree  put  false straight front  son  introduce  fianc  right wing moralistic parent,Comedy,0,1,0,0,0
3839,56906, group  friend strand near  desolate cornfield find shelter  old farmhouse though  soon discover  dwelling  center  supernatural ritual,Horror|Thriller,0,0,0,1,0
1246,305276,ethan tell  small time crook  make  big time score  steal  million dollar ironically  life radically change  bad  discover  steal  money  easy part  must keep  partner  wife  parole officer  corrupt detective  steal  he,Drama|Action|Crime,1,0,1,0,0
7504,4512,outlaw jesse james  rumor  fast gun  west  eager recruit  james notorious gang robert ford eventually grow jealous  famed outlaw  robert  brother sense  opportunity  kill james  murderous action elevate  target  near mythical status,Action|Drama|Western,1,0,1,0,0
6511,20521, film tell  tale  harper affair  young jimmy harper find  life  promise turn  life  debauchery  murder thank  new drug menace marijuana along  way  receive help  girlfriend mary  jesus  always find  arm  reefer man  rest  denizen  reefer den,Comedy|Music,0,1,0,0,0
5439,64682, adaptation  f scott fitzgerald long island set novel  midwesterner nick carraway  lure  lavish world  neighbor jay gatsby soon enough  carraway  see  crack  gatsbys nouveau riche existence  obsession madness  tragedy await,Drama|Romance,0,0,1,0,1
10052,9569,mason storm  go  alone cop  gun  home  intruder kill  wife  think  kill  mason  son  mason  secretly take  hospital  spend several year  coma  son meanwhile  grow  think  father  dead  mason wake  everyone  danger  son  good friend  nurse  arrange  death,Action|Thriller,1,0,0,1,0
5510,109431, mild mannered businessman learn  identity  steal  hit  road  attempt  foil  thief  trip  put  path  deceptively harmless look woman,Comedy|Crime,0,1,0,0,0
5330,106035,john torrance  writer  amp  recover alcoholic  end  take  job  winter caretaker  remote colorado hotel  seek  opportunity  finish  piece  work  wife  son  caretaker settle  see vision  hotel long deceased employee  guest  evil intention  manipulate  dark side  take  toll  family,Drama|Horror|Thriller|TV Movie,0,0,1,1,0
4531,106021, former agent  cia  estrange daughter go  run  employer target  assassination,Action|Thriller,1,0,0,1,0
365,330544, story  legendary blue performer bessie smith  rise  fame  s,Drama|Music|TV Movie,0,0,1,0,0
10848,2161, science  miniaturization  unlocked  army  big plan  scientist carry  secret  process  injure  surprise attack  life threaten blood clot put  coma  team  adventurer  use  technology  travel inside  body  destroy  clot,Adventure|Science Fiction,0,0,0,0,0
147,245698,american chess champion bobby fischer prepare  legendary match  russian boris spassky,Drama,0,0,1,0,0
1668,33788, womans life  throw  chaos  freak car accident send  husband  brother  law  coma thrill arrive  brother  law wake  think he s  brother,Drama|Thriller|Romance,0,0,1,1,1
9625,10937,downtrodden writer henry  distressed goddess wanda  exactly husband  wife  wed  bar stool  like  other company  barfly capture  giddy gin soak attempt  make  go  life  skid,Comedy|Drama|Romance,0,1,1,0,1
7650,12172,herzog  cinematographer peter zeitlinger go  antarctica  meet people  live  work  capture footage  continent unique location herzog voiceover narration explain  film  typical antarctica film  fluffy penguin  explore  dream  people  landscape,Documentary,0,0,0,0,0
8599,13997, dignified albert donnelly run  governor  team move  keep  slow witte  klutzy young brother mike  eye  medium  baby sit mike  campaign assign sarcastic steve  get  experience  lifetime  try  take mike  town  election,Comedy,0,1,0,0,0
7788,12247,shotgun story track  feud  erupt  set  half brother follow  death  father set  cotton field  back road  southeast arkansa  brother discover  length  go  protect  family,Drama|Thriller,0,0,1,1,0
3456,75174, oil drilling team struggle  survive  plane crash strand  wild  alaska hunting  pack  wolf  see  intruder,Action|Drama|Thriller,1,0,1,1,0
3271,15991,drive  biological excess  young man  woman search  sexual fulfillment unaware  other existence unfortunately  eventually meet  bond  unusual human being end  explosive  ultimately  top sexual experience result  truly god awful love story,Fantasy|Horror,0,0,0,0,0
4940,145711,krissy kringle receive  delivery intend  santa claus  magical book  show  person  naughty  nice  use  book power  find  around  lead  unusual  unintended result krissy realize  everyone  good  good  they,TV Movie,0,0,0,0,0
6230,10320,rachel keller must prevent evil samara  take possession  son soul,Drama|Horror|Thriller,0,0,1,1,0
9690,19345,federal agent alexandra barne believe  catherine petersen  serial killer  marry rich man  murder  money  since catherine  seemingly  master  disguise  multiple identity alexandra can not prove anything  conventional detective work  option  go undercover pursue  man  catherine  hope  catherine  slip  reveal  true identity,Mystery|Thriller,0,0,0,1,0
8835,10763,dr sullivan travis  man  top  game  rich  successful dallas gynecologist whose religion  woman dr  worship woman  immediate family  office  surround  love  give  every  time  savior  sure enough  story  job  day  high force decide  test  faith  man  complete control  universe dr  find  buffet  chaos  confusion,Comedy|Drama|Romance,0,1,1,0,1
3926,36669, ever dare james bond take  north korean leader  undergo dna replacement procedure  allow  assume different identity american agent jinx johnson assist bond  thwart  villain plan  exploit  satellite  power  solar energy,Adventure|Action|Thriller,1,0,0,1,0
9294,11465, story  jerry lee lewis arguably  great  certainly  wildest musician  arrogance remarkable talent  unconventional lifestyle often bring  conflict  other  industry  even earn  scorn  condemnation  public,Drama,0,0,1,0,0
8080,76, dialogue marathon  film  fairytale love story  american boy  french girl  day  night together  vienna  heart collide,Drama|Romance,0,0,1,0,1
78,296100, new york city  annual tradition  christmas eve debauchery  lifelong good friend set  find  holy grail  christmas party since  yearly reunion might  come  end,Comedy,0,1,0,0,0
7088,13969,samantha mackenzie  daughter  president  united states arrive  college  group  secret service agent samantha  resent  presence  decide  want  attend school  like  normal student  father agree  recall  agent  secretly assign james  undercover agent  pose  student  fall  love  romance  jeopardize  samantha learn james true identity,Comedy|Drama|Family|Romance,0,1,1,0,1
2247,43642,mary walsh deliver boyfriend kevin  hospital  routine outpatient surgery  mary return  take  home he s mysteriously vanish,Drama|Mystery|Thriller,0,0,1,1,0
9430,9546, attorney  terrorize  criminal  put away year ago  cop,Action|Crime|Thriller,1,0,0,1,0
10808,40060, psychic girlfriend find  lump  back  grow reincarnation  year old demonic native american spirit,Horror,0,0,0,0,0
7451,16119, evil stepmother conjure  spell  reverse  fairy godmother  do everything  make  dress  horse  carriage  cinderella go  ball  magic  go  happily ever  cinderella  find  cinderella iii,Animation|Romance|Family|Fantasy,0,0,0,0,1
2279,34583, group  high school outcast get revenge  student  torment they,Drama|Horror|Thriller,0,0,1,1,0
8123,21032, outcast half wolf risks  life  prevent  deadly epidemic  ravage nome alaska,Family|Animation|Adventure,0,0,0,0,0
3897,84154,donald glover dispense excess hysteric  new  hour world premiere stand  special film  union square theatre  new york city glover share  unique childhood tale  unrequited love  cocoa puff  burn desire  voyage  toysrus  in  out  n word glover utilize  unique brand  comedic storytelling  keen youthful narrative  churn  uncanny amount  guffaw  first ever comedy central  hour special,Comedy,0,1,0,0,0
8776,16222, nerdy teen ryan woodman  smite  popular  gorgeous ashley grant  apparently  interest  meanwhile dim star athlete chris campbell  eye  ryan brainy  beautiful friend maggie carter  agree  help  romantic quest  come close  goal  ryan  chris suspect  might  pursue  wrong girl,Drama|Comedy|Romance,0,1,1,0,1
7177,26108,humble maria  outfit top london theater star ned kynaston take none  credit  male actor success  play woman  th century maria like  female  prohibit  pursue  dream  act  powerful people support  king charles ii lifts  ban  female stage performer  maria aid ned  need  help  learn  new profession,Comedy|Drama|Romance,0,1,1,0,1
10282,1245, rule bind head butler world  manner  decorum  household  maintain  test  arrival  housekeeper  fall  love  post wwi britain  possibility  romance  master cultivation  tie  nazi  challenge  carefully maintain veneer  servitude,Drama|Romance,0,0,1,0,1
3631,92182,sarah return  father  uncle  fix  family longtime summerhouse  violate  squatter  season  work  dark sarah begin  hear sound  wall  board  building although  barely remember  place sarah sense  past  still haunt  home,Horror|Mystery,0,0,0,0,0
9383,11504,shep ramsey  interstellar hero right wrong etc  ship  damage  fight  interstellar nasty  must hide  earth  recharge  leave  power suit  home  still find  unable  allow wrong  go unrighted  mix  bad driver offensive paperboy mugger  like,Action|Comedy|Family|Science Fiction,1,1,0,0,0
6272,257,oliver twist  modern film version  charle dicken bestseller  roman polanski adaptation  classic dicken tale  orphan meet  pickpocket  street  london  join  household  boy  train  steal  master,Crime|Drama|Family,0,0,1,0,0
8616,27845,tommy  lose  job  love  life  live  small apartment  tree lounge  bar  frequent along  regular without life  get  job drive  ice cream truck  end  getting involve  seventeen year old niece  ex girlfriend  get  serious trouble  father,Comedy|Drama,0,1,1,0,0
392,362180, story  group  youth  can not face  think  grow  anyone  become  rampage zombie,Horror,0,0,0,0,0
3191,8929, cast  unknown performer  use  drama  child soldier fight  war  unnamed african country,War|Drama|Foreign|History,0,0,1,0,0
16,260346,ex government operative bryan mill find  life  shatter  he s falsely accuse  murder  hit close  home  he s pursue  savvy police inspector mill employ  particular set  skill  track  real killer  exact  unique brand  justice,Crime|Action|Thriller,1,0,0,1,0
4200,10731, street wise kid mark sway see  suicide  jerome clifford  prominent louisiana lawyer whose current client  barry  blade muldano  mafia hit man  jerome shoot  tell mark  body  senator  bury clifford shoot  mark  find  scene  fbi  mafia quickly realize  mark probably know  say,Drama|Thriller|Crime|Mystery,0,0,1,1,0
2672,9889, shallow man fall  love  pound woman  inner beauty,Comedy|Romance,0,1,0,0,1
6164,12235,san francisco heiress page forrester  brutally murder  remote beach house  husband jack  devastate  crime  soon find  accuse  murder  hire lawyer teddy barne  defend  despite  fact  handle  criminal case  many year  certain chemistry  teddy soon find  defend  man  love,Mystery|Thriller,0,0,0,1,0
3493,74534,british retiree travel  india  take  residence  believe  newly restore hotel less luxurious  advertisement  marigold hotel nevertheless slowly begin  charm  unexpected way,Drama|Comedy,0,1,1,0,0
7394,559, seemingly invincible spider man go  new crop  villain  include  shape shift sandman  third installment  blockbuste comic book adventure series  spidey superpower  alter  alien organism  alter ego peter parker deal  nemesis eddie brock  gets catch  love triangle,Fantasy|Action|Adventure,1,0,0,0,0
4839,135461,year old eli move  family  isolate farm  reclusive waylon  man whose dark past threaten  overtake  eli  family work  restore  desolate field  become fascinated  forest  farm eli meet  mysterious amanda  give  apple  next day  extract  promise  avoid  deep wood reel  violent encounter  father  night  break  promise  find  body hang  tree,Romance|Drama|Mystery|Thriller|Horror,0,0,1,1,1
593,343981, feature length theatrical documentary  life  paul gascoigne  great footballer  ever live  delve deep  psyche vulnerability fear  triumph,Documentary,0,0,0,0,0
10127,28752,throughout  upbringe unnatural phenomenon surround leon  plague  terrible curse  exercise  control  full moon  change  ferocious beast initiate  orgy  indiscriminate kill  love  christina enable leon  suppress  lycanthropic feeling  engagement  break  precipitate  tragic conclusion,Horror,0,0,0,0,0
8737,10429,kevin mitnick  quite possibly  good hacker  world hunt  information seek  cyber trophy every day  constantly look  big challenge  break  computer  security expert  ex hacker  find  much  that,Action|Thriller,1,0,0,1,0
5827,191720,shoot  france england switzerland  united states  documentary cover director alejandro jodorowsky el topo holy mountain santa sangre  quixotic attempt  adapt  seminal sci fi novel dune  feature film  spending  year  million  dollar  massive undertaking eventually fall apart  artist jodorowsky assemble  legendary project continue  work together  group  artist  warrior  jodorowsky name  go  define modern sci fi cinema  film  alien blade runner star war  total recall,Documentary|Drama,0,0,1,0,0
7961,21871, relocate  family  prize restore sherman tank  small georgia town sargeant major zack carey james garner butts head  local sheriff zack  agree  way  local police  sheriff go  zack son c thomas howell  time  zack  roll  sherman tank  wage  little war  own,Action|Adventure|Comedy|Drama|Thriller,1,1,1,1,0
5887,278334, family trip  african desert  research scientist unintentionally travel  course  brutally murder  arm dealer  girlfriend  put  ultimate survival test  attempt  evade  killer  protect  teenage daughter,Thriller,0,0,0,1,0
2355,36956,anna  accountant  important insurance firm  live  longterm lover alessio  man  long  stable longterm relationship  child home etc anna feeling  though  fire  fizzle  relationship take  co worker domenico  begin  passionate affair,Drama|Romance|Foreign|Comedy,0,1,1,0,1
6036,159032, winter  controversial election vladimir putin  reinstall  president  russia  response hundred  thousand  citizen rise  country  challenge  legitimacy  putin  rule  group  young radical feminist punk rocker well know  pussy riot wear colored balaclavas tight  summer dress  enter moscow  venerate cathedral  dare  sing  mother mary banish putin  become victim  show  trial,Music|Documentary,0,0,0,0,0
4798,94973,willy vander brook  world  franco belgian root travel  paris  interview  welcome  childhood friend serge  ex pub operator  roommate frank  fierce supporter  walloon independence  willy discover  candidacy  accept  belgian  compatriot decide  take revenge,Comedy,0,1,0,0,0
9406,19065, daughter  wealthy businessman  disappear  mexico  effort  find  unsuccessful  psychologist know  girl  ultra bad luck persuade  father  send  mexico  employee  accountant  super bad luck  find  perhaps  lucky  bad luck could help  find  unlucky girl,Comedy|Crime|Mystery,0,1,0,0,0
4592,112304,wealthy thrill seeker pay huge premium  insert  military adventure  time thing  go exactly  plan,Action|Adventure,1,0,0,0,0
8656,17204, horrific triple child murder lead  indictment  trial  nonconformist boy base  questionable evidence,Documentary|Drama,0,0,1,0,0
163,257091, obscenely rich hedge fund manager james  convict  fraud  sentence  stretch  san quentin  judge give  month  get  affair  order know  survive  minute  prison  james desperately turn  darnell  black businessman  never even  parking ticket  help  darnell put james  wringer  learn  wrong  many thing include  other,Comedy,0,1,0,0,0
10071,25528, american ninjas joe armstrong  sean davidson team  battle  terrorist  band  ninjas,Action|Thriller,1,0,0,1,0
10259,11528,scotty smalls move  new neighborhood  mom  stepdad  want  learn  play baseball  neighborhood baseball guru rodriquez take small  wing  fall  adventure involve baseball treehouse sleep in  desirous lifeguard  local pool  snooty rival ball team  travel fair,Comedy|Family,0,1,0,0,0
10626,40682, gunhand name lane  hire  widow mrs lowe  find gold steal  husband  return  start fresh,Action|Western,1,0,0,0,0
7380,16127, mysterious door  basement  hercule house lead  sixth dimension  way  gigantic set  intestine  frenchy slip  door king fausto fall  love  jealous queen doris take frenchy prisoner  hercule family  friend squeezit henderson  rescue she,Comedy|Fantasy,0,1,0,0,0
10819,16214,burt reynold play  legendary stunt man know  sonny hooper  remain  top man  field  due  many stressful impact  spine  need  pop pain killer several time  day  know  get  industry  end  permanently disabled,Action|Comedy,1,1,0,0,0
6356,11460, attend  funeral  grandmother  dallas  lux atlantic hotel manager lisa  wait  flight  miami due  bad weather  consequent flight delay  meet  airport bar jack rippner  waiting list  sit together  plane  jack reveal  want lisa  change  room  lux  important american politician  facilitate  terrorist attempt  otherwise lisas father  kill  hit man lisa  decide  menacing man  side,Horror|Thriller,0,0,0,1,0
5542,112949, young woman  mysterious past land  southport north carolina  bond  widower force  confront  dark secret  haunt she,Romance,0,0,0,0,1
6007,270221, trip home  visit  father jenny  throw  world  mystery horror  legend  call upon  year old spirit  neverlake  help return  lose artifact  save  life  miss child,Horror|Drama|Mystery,0,0,1,0,0
7993,1621, snobbish investor  wily street con artist find  position reverse  part  bet  callous millionaire,Comedy|Drama,0,1,1,0,0
7638,9703, roman empire crumble young romulus augustus flee  city  embark  perilous voyage  britain  track  legion  supporter,Action|Adventure|Fantasy|War,1,0,0,0,0
6793,10288,timmy robinson good friend  whole wide world  foot tall rot zombie name fido  fido eat  next door neighbor mom  dad hit  roof  timmy  go  end  earth  keep fido  part  family  boy  dog movie  grow up fido  rip  heart out,Romance|Comedy|Drama|Horror,0,1,1,0,1
7758,16725,tracey berkowitz  self describe normal girl lose  year old brother sonny  flashback  fragment  meet  overbear parent  sweet clueless sonny  watch tracey navigate high school friendless pick  tease  develop  thing  billy  new student imagine he s  boyfriend  see  day  lose sonny  watch  try  find he,Drama,0,0,1,0,0
4837,134394, father quiet retreat  wood  child turn  fight  survival,Horror|Mystery|Thriller,0,0,0,1,0
2293,46713, border patrol agent jim rhode  tough divorc e mourn  loss  murder partner  struggle  raise  rebellious daughter  mountain  montana  crew  trigger happy fugitive take rhode  daughter hostage  rugged wilderness  explode  terrain vengeance  wound animal  dangerous  lawman leave  dead daniels portray  villain,Action|Adventure|Thriller,1,0,0,1,0
6548,14788,set  backdrop  decay midwestern town  murder become  focal point  people  work  doll factory,Drama|Crime|Mystery,0,0,1,0,0
7898,157,admiral kirk  bridge crew risk  career steal  decommission enterprise  return  restrict genesis planet  recover spock body,Science Fiction|Action|Adventure|Thriller,1,0,0,1,0
4481,82696, thirty year  marriage  middle aged couple attend  intense week long counseling session  work  relationship,Drama|Comedy|Romance,0,1,1,0,1
3716,71254,david lord find  force  savage world  modern gladiatorial arena  man fight  death  entertainment  online masse,Action|Thriller|Science Fiction,1,0,0,1,0
6140,11509, unwitte hero cross path  journey  sleepy town  silverado little  know  town  family  friend reside  take  corrupt sheriff  murderous posse  sharp shooting foursome  save  day  first  break  jail  learn  real friend be,Action|Crime|Drama|Western,1,0,1,0,0
1549,38842,chronicle jack harris  pioneer  internet commerce  wrestle  moral  struggle  drown  sea  conman mobster drug addict  pornstar,Drama|Comedy|Crime,0,1,1,0,0
2044,38358, year  perform  exorcism  take believer  money reverend marcus travel  rural louisiana  film crew  dispel  believe  myth  demonic possession  dynamic reverend  certain  another routine  exorcism  disturb religious fanatic  instead come upon  blood soak farm  sweetzer family  true evil  would  never think imaginable,Horror|Drama|Thriller,0,0,1,1,0
767,192132,palo alto weave together  story  teenage lust boredom  self destruction  shy sensitive april tear  illicit flirtation  soccer coach  unrequited crush  sweet stoner teddy  emily  offer sexual favor  boy  cross  path  increasingly dangerous exploit  teddy  good friend fre whose behavior  sociopathic,Drama,0,0,1,0,0
5693,111473, height  fame  fortune novelist  social critic charle dickens meet  fall  love  teenage stage actress nelly ternan  become  focus  heart  mind  well  muse painful secrecy  price  must pay,Drama|Romance,0,0,1,0,1
7870,28942, man try  uncover  unconventional psychologist therapy technique  institutionalize wife  series  brutal attack commit  brood  mutant child coincide  husband investigation,Horror|Thriller|Science Fiction,0,0,0,1,0
7857,16972,rabbi avram arrive  philadelphia  poland en route  san francisco  congregation new rabbi  innocent  inexperienced traveller  trick  con man  pay  trip  go west  leave  belonging scatter along  deserted road  befriend  strange tommy  bank robber  many adventure  journey,Western|Comedy,0,1,0,0,0
